UDF1,ContractID,UDF3,LayerID,LOB,InceptionDate,ExpirationDate,Perils,DedType,DedAmt1,DedAmt2,LimitType,Limit1,Limit2,AttachmentAmt,Premium,Currency,InsuredName,SubLimitArea,SubLimitOcc,SubLimitPart,SubLimitLimitType,SubLimitDedType,SubLimitDedAmt1,SubLimitDedAmt2
35336666,131868,35336666,189605,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,25947987,0,0,0,USD,SmComml,,,,,,,
35336667,131869,35336667,183986,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,1607045,0,0,0,USD,SmComml,,,,,,,
35336671,131870,35336671,198667,SmComml,04/17/2021,04/17/2022,PWA,N,0,0,B,368997,0,0,0,USD,SmComml,,,,,,,
35336687,131871,35336687,189606,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,54875000,0,0,0,USD,SmComml,,,,,,,
35336723,131872,35336723,189607,SmComml,11/11/2020,11/11/2021,PWA,N,0,0,B,301499,0,0,0,USD,SmComml,,,,,,,
35336808,131873,35336808,189608,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,500000,0,0,0,USD,SmComml,,,,,,,
35336812,131874,35336812,198668,SmComml,02/11/2021,02/11/2022,PWA,N,0,0,B,26396907,0,0,0,USD,SmComml,,,,,,,
35336828,131875,35336828,198669,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,15998023,0,0,0,USD,SmComml,,,,,,,
35337029,131876,35337029,183987,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,10596312,0,0,0,USD,SmComml,,,,,,,
35337045,131877,35337045,189609,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,720230,0,0,0,USD,SmComml,,,,,,,
35337071,131878,35337071,189610,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,26741,0,0,0,USD,SmComml,,,,,,,
35337089,131879,35337089,183988,SmComml,06/23/2020,09/30/2021,PWA,N,0,0,B,2475000,0,0,0,USD,SmComml,,,,,,,
35337104,131880,35337104,189611,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,862000,0,0,0,USD,SmComml,,,,,,,
35337124,131881,35337124,198670,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,3300000,0,0,0,USD,SmComml,,,,,,,
35337253,131882,35337253,183989,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,144450667,0,0,0,USD,SmComml,,,,,,,
35337271,131883,35337271,198671,SmComml,06/08/2021,06/08/2022,PWA,N,0,0,B,70216288,0,0,0,USD,SmComml,,,,,,,
35337356,111723,35337356_WS,162512,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,394819,0,0,0,USD,SmComml,,,,,,,
35337479,131884,35337479,198672,SmComml,01/06/2021,01/06/2022,PWA,N,0,0,B,2447463,0,0,0,USD,SmComml,,,,,,,
35337978,131885,35337978,189612,SmComml,07/28/2020,07/28/2021,PWA,N,0,0,B,2220000,0,0,0,USD,SmComml,,,,,,,
35338218,131886,35338218,183990,SmComml,08/16/2020,08/16/2021,PWA,N,0,0,B,15404711,0,0,0,USD,SmComml,,,,,,,
35338428,131887,35338428,183991,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,64514776,0,0,0,USD,SmComml,,,,,,,
35338452,131888,35338452,189613,SmComml,09/14/2020,09/14/2021,PWA,N,0,0,B,715239,0,0,0,USD,SmComml,,,,,,,
35338473,131889,35338473,198673,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,887165,0,0,0,USD,SmComml,,,,,,,
35338506,131890,35338506,189614,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2992415,0,0,0,USD,SmComml,,,,,,,
35338518,111724,35338518_WS,163322,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,350700,0,0,0,USD,SmComml,,,,,,,
35338518,131891,35338518,189615,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,3200000,0,0,0,USD,SmComml,,,,,,,
35338521,131892,35338521,189616,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,27183432,0,0,0,USD,SmComml,,,,,,,
35338537,131893,35338537,183992,SmComml,11/15/2020,11/15/2021,PWA,N,0,0,B,80404088,0,0,0,USD,SmComml,,,,,,,
35338545,131894,35338545,189617,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,7800250,0,0,0,USD,SmComml,,,,,,,
35338556,131895,35338556,198674,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,36168644,0,0,0,USD,SmComml,,,,,,,
35338562,131896,35338562,189618,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,150000,0,0,0,USD,SmComml,,,,,,,
35338577,111725,35338577_WS,162938,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,18902472,0,0,0,USD,SmComml,,,,,,,
35338577,131897,35338577,189619,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,240193000,0,0,0,USD,SmComml,,,,,,,
35338633,131898,35338633,183993,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,245456927,0,0,0,USD,SmComml,,,,,,,
35338739,131899,35338739,183994,SmComml,12/15/2020,12/15/2021,PWA,N,0,0,B,5905000,0,0,0,USD,SmComml,,,,,,,
35338921,131900,35338921,183995,SmComml,07/06/2020,07/06/2021,PWA,N,0,0,B,11646600,0,0,0,USD,SmComml,,,,,,,
35338963,111726,35338963_WS,162400,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,504000,0,0,0,USD,SmComml,,,,,,,
35338963,131901,35338963,183996,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,29376000,0,0,0,USD,SmComml,,,,,,,
35339090,131902,35339090,183997,SmComml,10/19/2020,10/19/2021,PWA,N,0,0,B,14720000,0,0,0,USD,SmComml,,,,,,,
35339112,131903,35339112,198675,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,361000,0,0,0,USD,SmComml,,,,,,,
35339144,131904,35339144,189620,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,21700212,0,0,0,USD,SmComml,,,,,,,
35339153,131905,35339153,183998,SmComml,01/02/2021,01/02/2022,PWA,N,0,0,B,13328410,0,0,0,USD,SmComml,,,,,,,
35339189,131906,35339189,189621,SmComml,06/30/2020,09/30/2021,PWA,N,0,0,B,2553601,0,0,0,USD,SmComml,,,,,,,
35339244,131907,35339244,183999,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,450000,0,0,0,USD,SmComml,,,,,,,
35339317,131908,35339317,198676,SmComml,12/06/2020,12/06/2021,PWA,N,0,0,B,31018780,0,0,0,USD,SmComml,,,,,,,
35339318,131909,35339318,198677,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,6822525,0,0,0,USD,SmComml,,,,,,,
35339324,131910,35339324,189622,SmComml,12/18/2020,12/18/2021,PWA,N,0,0,B,2798630,0,0,0,USD,SmComml,,,,,,,
35339364,131911,35339364,184000,SmComml,12/29/2020,12/29/2021,PWA,N,0,0,B,1555000,0,0,0,USD,SmComml,,,,,,,
35339497,131912,35339497,184001,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,17885621,0,0,0,USD,SmComml,,,,,,,
35339615,131913,35339615,198678,SmComml,10/15/2020,10/15/2021,PWA,N,0,0,B,8663743,0,0,0,USD,SmComml,,,,,,,
35339687,131914,35339687,189623,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,112922307,0,0,0,USD,SmComml,,,,,,,
35339798,111727,35339798_WS,163160,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,5870000,0,0,0,USD,SmComml,,,,,,,
35339798,131915,35339798,189624,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,90000,0,0,0,USD,SmComml,,,,,,,
35339827,131916,35339827,198679,SmComml,12/06/2020,12/06/2021,PWA,N,0,0,B,1635114,0,0,0,USD,SmComml,,,,,,,
35339829,131917,35339829,198680,SmComml,03/31/2021,03/31/2022,PWA,N,0,0,B,3100000,0,0,0,USD,SmComml,,,,,,,
35339856,131918,35339856,189625,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,560128,0,0,0,USD,SmComml,,,,,,,
35339859,131919,35339859,198681,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,5823002,0,0,0,USD,SmComml,,,,,,,
35339899,131920,35339899,184002,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,690100,0,0,0,USD,SmComml,,,,,,,
35339900,131921,35339900,189626,SmComml,12/11/2020,12/11/2021,PWA,N,0,0,B,17646738,0,0,0,USD,SmComml,,,,,,,
35339904,131922,35339904,184003,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,42526222,0,0,0,USD,SmComml,,,,,,,
35339926,131923,35339926,198682,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,13288895,0,0,0,USD,SmComml,,,,,,,
35339966,131924,35339966,198683,SmComml,09/20/2020,09/20/2021,PWA,N,0,0,B,335936,0,0,0,USD,SmComml,,,,,,,
35340167,131925,35340167,198684,SmComml,08/02/2020,08/02/2021,PWA,N,0,0,B,3613911,0,0,0,USD,SmComml,,,,,,,
35340179,131926,35340179,198685,SmComml,08/09/2020,08/09/2021,PWA,N,0,0,B,850000,0,0,0,USD,SmComml,,,,,,,
35340343,111728,35340343_WS,162513,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,34884000,0,0,0,USD,SmComml,,,,,,,
35340612,131927,35340612,198686,SmComml,12/06/2020,12/06/2021,PWA,N,0,0,B,5784826,0,0,0,USD,SmComml,,,,,,,
35340615,131928,35340615,184004,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,1481000,0,0,0,USD,SmComml,,,,,,,
35340631,131929,35340631,184005,SmComml,12/28/2020,12/28/2021,PWA,N,0,0,B,13361370,0,0,0,USD,SmComml,,,,,,,
35340663,111729,35340663_WS,162208,SmComml,03/25/2021,03/25/2022,PWA,N,0,0,B,60436265,0,0,0,USD,SmComml,,,,,,,
35340709,131930,35340709,189627,SmComml,06/28/2020,09/30/2021,PWA,N,0,0,B,4800000,0,0,0,USD,SmComml,,,,,,,
35340711,131931,35340711,189628,SmComml,08/02/2020,08/02/2021,PWA,N,0,0,B,340000,0,0,0,USD,SmComml,,,,,,,
35340729,131932,35340729,198687,SmComml,09/28/2020,09/28/2021,PWA,N,0,0,B,1968253,0,0,0,USD,SmComml,,,,,,,
35340740,131933,35340740,198688,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,173166,0,0,0,USD,SmComml,,,,,,,
35340810,131934,35340810,184006,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,15312900,0,0,0,USD,SmComml,,,,,,,
35340822,131935,35340822,184007,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,77372536,0,0,0,USD,SmComml,,,,,,,
35340852,131936,35340852,189629,SmComml,08/04/2020,08/04/2021,PWA,N,0,0,B,1866360,0,0,0,USD,SmComml,,,,,,,
35340858,131937,35340858,184008,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,34262444,0,0,0,USD,SmComml,,,,,,,
35340876,131938,35340876,184009,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,13652118,0,0,0,USD,SmComml,,,,,,,
35340878,131939,35340878,189630,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,45038418,0,0,0,USD,SmComml,,,,,,,
35340889,131940,35340889,198689,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,15790000,0,0,0,USD,SmComml,,,,,,,
35340945,131941,35340945,189631,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,4799619,0,0,0,USD,SmComml,,,,,,,
35340946,131942,35340946,184010,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,7719000,0,0,0,USD,SmComml,,,,,,,
35341012,131943,35341012,184011,SmComml,08/14/2020,08/14/2021,PWA,N,0,0,B,173257,0,0,0,USD,SmComml,,,,,,,
35341048,131944,35341048,189632,SmComml,12/04/2020,12/04/2021,PWA,N,0,0,B,694880,0,0,0,USD,SmComml,,,,,,,
35341672,131945,35341672,184012,SmComml,05/13/2021,05/13/2022,PWA,N,0,0,B,3214373,0,0,0,USD,SmComml,,,,,,,
35341701,131946,35341701,198690,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,175694,0,0,0,USD,SmComml,,,,,,,
35341703,131947,35341703,184013,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,6440837,0,0,0,USD,SmComml,,,,,,,
35342064,131948,35342064,184014,SmComml,07/02/2020,07/02/2021,PWA,N,0,0,B,173977500,0,0,0,USD,SmComml,,,,,,,
35342067,131949,35342067,189633,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,55199301,0,0,0,USD,SmComml,,,,,,,
35342075,131950,35342075,189634,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,24458621,0,0,0,USD,SmComml,,,,,,,
35342131,131951,35342131,189635,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,56464285,0,0,0,USD,SmComml,,,,,,,
35342179,131952,35342179,184015,SmComml,12/10/2020,12/10/2021,PWA,N,0,0,B,1481976,0,0,0,USD,SmComml,,,,,,,
35342206,131953,35342206,189636,SmComml,02/08/2021,02/08/2022,PWA,N,0,0,B,579180,0,0,0,USD,SmComml,,,,,,,
35342216,131954,35342216,189637,SmComml,03/26/2021,03/26/2022,PWA,N,0,0,B,314215,0,0,0,USD,SmComml,,,,,,,
35342416,131955,35342416,198691,SmComml,03/22/2021,03/22/2022,PWA,N,0,0,B,556072,0,0,0,USD,SmComml,,,,,,,
35342463,131956,35342463,184016,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,24042000,0,0,0,USD,SmComml,,,,,,,
35342606,131957,35342606,189638,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,1354510,0,0,0,USD,SmComml,,,,,,,
35342626,131958,35342626,198692,SmComml,12/12/2020,12/12/2021,PWA,N,0,0,B,2809193,0,0,0,USD,SmComml,,,,,,,
35342905,131959,35342905,184017,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,4627589,0,0,0,USD,SmComml,,,,,,,
35343178,131960,35343178,198693,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,6369560,0,0,0,USD,SmComml,,,,,,,
35343206,131961,35343206,184018,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,60233966,0,0,0,USD,SmComml,,,,,,,
35343225,131962,35343225,189639,SmComml,09/12/2020,09/12/2021,PWA,N,0,0,B,6786000,0,0,0,USD,SmComml,,,,,,,
35343248,131963,35343248,198694,SmComml,06/07/2021,06/07/2022,PWA,N,0,0,B,15466,0,0,0,USD,SmComml,,,,,,,
35343252,131964,35343252,184019,SmComml,04/15/2021,04/15/2022,PWA,N,0,0,B,10836739,0,0,0,USD,SmComml,,,,,,,
35343362,131965,35343362,189640,SmComml,12/19/2020,12/19/2021,PWA,N,0,0,B,37089930,0,0,0,USD,SmComml,,,,,,,
35343616,131966,35343616,198695,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,6535000,0,0,0,USD,SmComml,,,,,,,
35343659,131967,35343659,189641,SmComml,09/30/2020,09/30/2021,PWA,N,0,0,B,113764498,0,0,0,USD,SmComml,,,,,,,
35343694,131968,35343694,189642,SmComml,05/13/2021,05/13/2022,PWA,N,0,0,B,567870,0,0,0,USD,SmComml,,,,,,,
35343755,131969,35343755,189643,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2355316,0,0,0,USD,SmComml,,,,,,,
35343763,131970,35343763,189644,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,6603000,0,0,0,USD,SmComml,,,,,,,
35343774,131971,35343774,189645,SmComml,03/21/2021,03/21/2022,PWA,N,0,0,B,809541,0,0,0,USD,SmComml,,,,,,,
35343789,131972,35343789,189646,SmComml,04/26/2021,04/26/2022,PWA,N,0,0,B,341654000,0,0,0,USD,SmComml,,,,,,,
35343821,131973,35343821,189647,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,2187151,0,0,0,USD,SmComml,,,,,,,
35343833,131974,35343833,189648,SmComml,05/06/2021,05/06/2022,PWA,N,0,0,B,634936,0,0,0,USD,SmComml,,,,,,,
35343836,131975,35343836,189649,SmComml,10/15/2020,10/15/2021,PWA,N,0,0,B,25714902,0,0,0,USD,SmComml,,,,,,,
35343864,131976,35343864,189650,SmComml,02/23/2021,02/23/2022,PWA,N,0,0,B,2722253,0,0,0,USD,SmComml,,,,,,,
35343931,131977,35343931,189651,SmComml,10/22/2020,10/22/2021,PWA,N,0,0,B,384342,0,0,0,USD,SmComml,,,,,,,
35343936,131978,35343936,198696,SmComml,11/04/2020,11/04/2021,PWA,N,0,0,B,7980000,0,0,0,USD,SmComml,,,,,,,
35343972,131979,35343972,189652,SmComml,02/21/2021,02/21/2022,PWA,N,0,0,B,1434154,0,0,0,USD,SmComml,,,,,,,
35343979,131980,35343979,184020,SmComml,08/03/2020,08/03/2021,PWA,N,0,0,B,1754369,0,0,0,USD,SmComml,,,,,,,
35344090,131981,35344090,184021,SmComml,02/28/2021,02/28/2022,PWA,N,0,0,B,2809082,0,0,0,USD,SmComml,,,,,,,
35344165,131982,35344165,189653,SmComml,06/19/2020,09/30/2021,PWA,N,0,0,B,137212,0,0,0,USD,SmComml,,,,,,,
35344212,131983,35344212,189654,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,4225326,0,0,0,USD,SmComml,,,,,,,
35344220,111730,35344220_WS,162514,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,255000,0,0,0,USD,SmComml,,,,,,,
35344220,131984,35344220,184022,SmComml,11/01/2020,11/01/2021,PWA,N,0,0,B,20079614,0,0,0,USD,SmComml,,,,,,,
35344284,131985,35344284,198697,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,1075447,0,0,0,USD,SmComml,,,,,,,
35344382,131986,35344382,189655,SmComml,02/15/2021,02/15/2022,PWA,N,0,0,B,24000000,0,0,0,USD,SmComml,,,,,,,
35344488,131987,35344488,189656,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,7140000,0,0,0,USD,SmComml,,,,,,,
35344499,131988,35344499,189657,SmComml,11/30/2020,11/30/2021,PWA,N,0,0,B,1025000,0,0,0,USD,SmComml,,,,,,,
35344511,131989,35344511,184023,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,5924404,0,0,0,USD,SmComml,,,,,,,
35344514,131990,35344514,189658,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,7597453,0,0,0,USD,SmComml,,,,,,,
35344517,131991,35344517,189659,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,13928737,0,0,0,USD,SmComml,,,,,,,
35344524,131992,35344524,189660,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,5132083,0,0,0,USD,SmComml,,,,,,,
35344537,131993,35344537,198698,SmComml,09/03/2020,09/03/2021,PWA,N,0,0,B,999454,0,0,0,USD,SmComml,,,,,,,
35344544,131994,35344544,189661,SmComml,11/15/2020,11/15/2021,PWA,N,0,0,B,7837000,0,0,0,USD,SmComml,,,,,,,
35344557,131995,35344557,184024,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,74747050,0,0,0,USD,SmComml,,,,,,,
35344558,131996,35344558,189662,SmComml,10/15/2020,10/15/2021,PWA,N,0,0,B,40974189,0,0,0,USD,SmComml,,,,,,,
35344570,131997,35344570,189663,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,5969500,0,0,0,USD,SmComml,,,,,,,
35344572,131998,35344572,189664,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,21225000,0,0,0,USD,SmComml,,,,,,,
35344573,131999,35344573,189665,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,741835,0,0,0,USD,SmComml,,,,,,,
35344574,132000,35344574,189666,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,23830000,0,0,0,USD,SmComml,,,,,,,
35344578,132001,35344578,184025,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,16760953,0,0,0,USD,SmComml,,,,,,,
35344605,132002,35344605,189667,SmComml,12/30/2020,12/30/2021,PWA,N,0,0,B,10784396,0,0,0,USD,SmComml,,,,,,,
35344646,132003,35344646,189668,SmComml,01/01/2021,01/01/2022,PWA,N,0,0,B,105369992,0,0,0,USD,SmComml,,,,,,,
35344657,132004,35344657,198699,SmComml,04/22/2021,04/22/2022,PWA,N,0,0,B,401135,0,0,0,USD,SmComml,,,,,,,
35344674,132005,35344674,184026,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,305380,0,0,0,USD,SmComml,,,,,,,
35344677,132006,35344677,184027,SmComml,01/18/2021,01/18/2022,PWA,N,0,0,B,2555058,0,0,0,USD,SmComml,,,,,,,
35344699,132007,35344699,198700,SmComml,02/17/2021,02/17/2022,PWA,N,0,0,B,32560533,0,0,0,USD,SmComml,,,,,,,
35344761,132008,35344761,189669,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,2133000,0,0,0,USD,SmComml,,,,,,,
35344766,132009,35344766,184028,SmComml,04/30/2021,04/30/2022,PWA,N,0,0,B,3401000,0,0,0,USD,SmComml,,,,,,,
35344777,132010,35344777,198701,SmComml,06/28/2020,09/30/2021,PWA,N,0,0,B,3157304,0,0,0,USD,SmComml,,,,,,,
35344945,132011,35344945,189670,SmComml,06/02/2021,06/02/2022,PWA,N,0,0,B,1192408,0,0,0,USD,SmComml,,,,,,,
35344955,132012,35344955,184029,SmComml,10/01/2020,10/01/2021,PWA,N,0,0,B,2432500,0,0,0,USD,SmComml,,,,,,,
35344956,132013,35344956,189671,SmComml,06/16/2021,06/16/2022,PWA,N,0,0,B,5028479,0,0,0,USD,SmComml,,,,,,,
35344982,132014,35344982,189672,SmComml,07/30/2020,07/30/2021,PWA,N,0,0,B,156845514,0,0,0,USD,SmComml,,,,,,,
35344982,181578,35344982_WS,235482,SmComml,07/30/2018,09/30/2021,PWA,N,0,0,B,1200000,0,0,0,USD,SmComml,,,,,,,
35345266,132015,35345266,184030,SmComml,05/12/2021,05/12/2022,PWA,N,0,0,B,2793756,0,0,0,USD,SmComml,,,,,,,
35345307,132016,35345307,198702,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,539238,0,0,0,USD,SmComml,,,,,,,
35345309,132017,35345309,189673,SmComml,07/25/2020,07/25/2021,PWA,N,0,0,B,1627821,0,0,0,USD,SmComml,,,,,,,
35345398,132018,35345398,184031,SmComml,02/01/2021,02/01/2022,PWA,N,0,0,B,147241800,0,0,0,USD,SmComml,,,,,,,
35345415,132019,35345415,198703,SmComml,10/06/2020,10/06/2021,PWA,N,0,0,B,3889,0,0,0,USD,SmComml,,,,,,,
35345431,132020,35345431,198704,SmComml,10/31/2020,10/31/2021,PWA,N,0,0,B,7500000,0,0,0,USD,SmComml,,,,,,,
35345441,132021,35345441,198705,SmComml,12/17/2020,12/17/2021,PWA,N,0,0,B,6268095,0,0,0,USD,SmComml,,,,,,,
35345458,132022,35345458,198706,SmComml,12/15/2020,12/15/2021,PWA,N,0,0,B,2195000,0,0,0,USD,SmComml,,,,,,,
35345463,132023,35345463,189674,SmComml,09/16/2020,09/16/2021,PWA,N,0,0,B,19948500,0,0,0,USD,SmComml,,,,,,,
35345465,132024,35345465,184032,SmComml,12/15/2020,12/15/2021,PWA,N,0,0,B,4536188,0,0,0,USD,SmComml,,,,,,,
35345491,132025,35345491,189675,SmComml,05/15/2021,05/15/2022,PWA,N,0,0,B,10550000,0,0,0,USD,SmComml,,,,,,,
35345534,132026,35345534,184033,SmComml,06/03/2021,06/03/2022,PWA,N,0,0,B,6153140,0,0,0,USD,SmComml,,,,,,,
35345560,132027,35345560,184034,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,1760387,0,0,0,USD,SmComml,,,,,,,
35345564,132028,35345564,189676,SmComml,04/16/2021,04/16/2022,PWA,N,0,0,B,2717080,0,0,0,USD,SmComml,,,,,,,
35345761,132029,35345761,198707,SmComml,06/13/2021,06/13/2022,PWA,N,0,0,B,2456679,0,0,0,USD,SmComml,,,,,,,
35345852,132030,35345852,189677,SmComml,07/01/2020,07/01/2021,PWA,N,0,0,B,70503000,0,0,0,USD,SmComml,,,,,,,
35345865,132031,35345865,198708,SmComml,08/28/2020,08/28/2021,PWA,N,0,0,B,4608764,0,0,0,USD,SmComml,,,,,,,
35346015,111731,35346015_WS,162146,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,39990316,0,0,0,USD,SmComml,,,,,,,
35346015,132032,35346015,189678,SmComml,04/01/2021,04/01/2022,PWA,N,0,0,B,357029999,0,0,0,USD,SmComml,,,,,,,
35346020,132033,35346020,184035,SmComml,03/03/2021,03/03/2022,PWA,N,0,0,B,6677219,0,0,0,USD,SmComml,,,,,,,
35346055,132034,35346055,198709,SmComml,04/10/2021,04/10/2022,PWA,N,0,0,B,463814,0,0,0,USD,SmComml,,,,,,,
35346097,132035,35346097,184036,SmComml,08/01/2020,08/01/2021,PWA,N,0,0,B,9048000,0,0,0,USD,SmComml,,,,,,,
35346164,181927,35346164,236012,SmComml,01/01/2017,09/30/2021,PWA,N,0,0,B,16283111,0,0,0,USD,SmComml,,,,,,,
35346198,132036,35346198,184037,SmComml,12/31/2020,12/31/2021,PWA,N,0,0,B,25350000,0,0,0,USD,SmComml,,,,,,,
35346622,132037,35346622,189679,SmComml,09/30/2020,09/30/2021,PWA,N,0,0,B,8031000,0,0,0,USD,SmComml,,,,,,,
35346666,132038,35346666,189680,SmComml,03/01/2021,03/01/2022,PWA,N,0,0,B,923325,0,0,0,USD,SmComml,,,,,,,
35346743,132039,35346743,189681,SmComml,05/26/2021,05/26/2022,PWA,N,0,0,B,173437217,0,0,0,USD,SmComml,,,,,,,
35346792,132040,35346792,184038,SmComml,12/01/2020,12/01/2021,PWA,N,0,0,B,9192434,0,0,0,USD,SmComml,,,,,,,
35346830,132041,35346830,198710,SmComml,04/05/2021,04/05/2022,PWA,N,0,0,B,10288814,0,0,0,USD,SmComml,,,,,,,
35346851,132042,35346851,189682,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,138556,0,0,0,USD,SmComml,,,,,,,
35347232,132043,35347232,184039,SmComml,04/20/2021,12/31/2021,PWA,N,0,0,B,3431250,0,0,0,USD,SmComml,,,,,,,
35347243,132044,35347243,189683,SmComml,05/01/2021,05/01/2022,PWA,N,0,0,B,537177,0,0,0,USD,SmComml,,,,,,,
35347270,132045,35347270,189684,SmComml,03/25/2021,03/25/2022,PWA,N,0,0,B,14292819,0,0,0,USD,SmComml,,,,,,,
35347317,132046,35347317,184040,SmComml,09/16/2020,09/16/2021,PWA,N,0,0,B,58334310,0,0,0,USD,SmComml,,,,,,,
35347355,132047,35347355,198711,SmComml,04/30/2021,04/30/2022,PWA,N,0,0,B,3728134,0,0,0,USD,SmComml,,,,,,,
35347388,132048,35347388,184041,SmComml,03/03/2021,03/03/2022,PWA,N,0,0,B,245278,0,0,0,USD,SmComml,,,,,,,
35347406,132049,35347406,198712,SmComml,02/09/2021,02/09/2022,PWA,N,0,0,B,4507187,0,0,0,USD,SmComml,,,,,,,
35347498,111732,35347498_WS,162515,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,13063488,0,0,0,USD,SmComml,,,,,,,
35347576,132050,35347576,198713,SmComml,09/01/2020,09/01/2021,PWA,N,0,0,B,86474,0,0,0,USD,SmComml,,,,,,,
35347641,132051,35347641,198714,SmComml,12/15/2020,12/15/2021,PWA,N,0,0,B,110000,0,0,0,USD,SmComml,,,,,,,
35347668,132052,35347668,189685,SmComml,06/01/2021,06/01/2022,PWA,N,0,0,B,4147222,0,0,0,USD,SmComml,,,,,,,
